practice_code	list_size	postcode	grid_ref	easting	northing	latitude	longitude
10002	8102	DD2 5NH	NO 34464 34231	334464	734231	56.49558	-3.0660551
10017	6620	PH7 3SA	NN 86284 21318	286284	721318	56.370449	-3.8426253
10036	4758	PH15 2BL	NN 85313 48970	285313	748970	56.618507	-3.8705215
10106	6075	DD5 1DU	NO 45697 31077	345697	731077	56.46868	-2.8829746
10125	4385	PH11 8EQ	NO 24669 48039	324669	748039	56.618133	-3.2291243
10182	9188	DD11 1AD	NO 64410 40936	364410	740936	56.559036	-2.5806257
10233	6243	DD11 1EN	NO 64440 41120	364440	741120	56.560692	-2.5801629
10286	4506	DD11 1ES	NO 64540 41115	364540	741115	56.560654	-2.5785353
10322	7960	DD11 1ES	NO 64540 41115	364540	741115	56.560654	-2.5785353
10361	10708	PH3 1JH	NN 93787 12528	293787	712528	56.293259	-3.7176675
10407	7827	PH10 6EF	NO 17448 44644	317448	744644	56.586424	-3.3456702
10445	3744	PH10 6BT	NO 17786 44931	317786	744931	56.589061	-3.34026
10498	8409	DD9 7AN	NO 60205 60421	360205	760421	56.733735	-2.6520473
10638	13103	DD7 7RB	NO 54889 34496	354889	734496	56.500365	-2.7343909
10708	2698	PH6 2LW	NN 77950 21455	277950	721455	56.369601	-3.9775264
10746	5973	PH13 9DD	NO 22288 39940	322288	739940	56.545002	-3.2654788
10835	4183	PH7 3SA	NN 86284 21318	286284	721318	56.370449	-3.8426253
11005	4676	DD4 6PP	NO 41220 31422	341220	731422	56.471241	-2.9557061
11058	8526	DD1 1PF	NO 39855 30093	339855	730093	56.45913	-2.977552
11096	4772	DD2 2HZ	NO 38077 31176	338077	731176	56.468628	-3.0066554
11128	9404	DD4 6EL	NO 41116 31055	341116	731055	56.467931	-2.9573109
11166	8931	DD3 8DB	NO 39643 31960	339643	731960	56.475874	-2.9814241
11171	10944	DD2 4AD	NO 35689 30940	335689	730940	56.466187	-3.0453489
11289	8763	DD4 6DG	NO 41060 30956	341060	730956	56.467035	-2.9581973
11306	9231	DD5 1EP	NO 46022 30839	346022	730839	56.466579	-2.877651
11363	11662	DD1 5LA	NO 38998 29893	338998	729893	56.457223	-2.9914091
11382	9482	DD4 6RB	NO 40976 31092	340976	731092	56.468246	-2.9595912
11414	5213	DD1 4JH	NO 39053 29853	339053	729853	56.456871	-2.9905074
11486	7689	DD4 6QY	NO 40907 31216	340907	731216	56.469351	-2.9607391
11645	8535	DD4 6QY	NO 40907 31216	340907	731216	56.469351	-2.9607391
11650	6095	DD4 6SW	NO 41053 31442	341053	731442	56.471399	-2.9584209
11823	8502	DD3 8NE	NO 38968 33292	338968	733292	56.487751	-2.9926925
11861	7934	DD3 6NF	NO 40032 31120	340032	731120	56.468378	-2.9749168
11931	6135	DD4 7AA	NO 41126 31672	341126	731672	56.473474	-2.9572881
12210	3613	DD2 2HZ	NO 38077 31176	338077	731176	56.468628	-3.0066554
12281	7567	DD1 1PB	NO 39931 29929	339931	729929	56.457667	-2.9762812
12831	3965	DD2 3BR	NO 37897 31426	337897	731426	56.47085	-3.009636
12901	4204	DD4 0HU	NO 43130 33441	343130	733441	56.489612	-2.9251493
13049	4091	PH8 0AD	NO 02620 42230	302620	742230	56.561899	-3.5860861
13091	2691	DD9 7TA	NO 60032 69039	360032	769039	56.811135	-2.6562247
13142	3282	PH2 7TD	NO 26091 23978	326091	723978	56.402245	-3.1991147
13195	3935	DD8 2AE	NO 45558 50391	345558	750391	56.642157	-2.8892912
13231	9206	DD8 2HA	NO 45976 50649	345976	750649	56.644523	-2.8825307
13284	6815	DD8 2AS	NO 45776 50395	345776	750395	56.642218	-2.885738
13335	3477	DD11 4TX	NO 59298 49716	359298	749716	56.637493	-2.6651726
13369	1881	DD2 5AD	NO 34622 30196	334622	730196	56.459357	-3.0624759
13481	9920	KY13 8FP	NO 11705 03427	311705	703427	56.215195	-3.4252379
13496	4063	KY13 8FP	NO 11705 03427	311705	703427	56.215195	-3.4252379
13532	8776	DD8 4ES	NO 38422 53924	338422	753924	56.673006	-3.0064706
13571	10938	DD5 4LX	NO 49512 32507	349512	732507	56.48195	-2.8213395
13621	6836	DD10 8TY	NO 72172 57699	372172	757699	56.710152	-2.456164
13660	4730	DD10 8TY	NO 72172 57699	372172	757699	56.710152	-2.456164
13706	5894	DD10 8TY	NO 72172 57699	372172	757699	56.710152	-2.456164
13848	6558	PH2 0JB	NO 10871 23411	310871	723411	56.394524	-3.4454437
13891	9187	PH1 1PP	NO 10935 23769	310935	723769	56.397751	-3.4445291
13941	10880	PH2 0JB	NO 10871 23411	310871	723411	56.394524	-3.4454437
13975	3727	PH1 5PD	NO 11492 23831	311492	723831	56.398413	-3.4355294
14037	15785	PH1 1NU	NO 10553 23562	310553	723562	56.39582	-3.4506449
14249	6999	PH1 1PP	NO 10935 23769	310935	723769	56.397751	-3.4445291
14291	9377	PH2 8HH	NO 11251 23444	311251	723444	56.394892	-3.4393013
14342	6389	PH1 5PD	NO 11492 23831	311492	723831	56.398413	-3.4355294
14501	4915	PH16 5FG	NN 93725 57977	293725	757977	56.701371	-3.7372332
14569	4250	PH1 4NN	NO 11148 33151	311148	733151	56.482053	-3.4442724
16013	3617	TD1 1PF	NT 48887 36422	348887	636422	55.618686	-2.8131157
16032	6928	TD8 6EN	NT 65164 20675	365164	620675	55.478642	-2.552702
16047	1579	TD9 0RU	NY 48333 87822	348333	587822	55.181974	-2.8128967
16051	6963	TD6 0PP	NT 57741 31702	357741	631702	55.57713	-2.6718216
16066	6669	TD11 3XP	NT 86941 56460	386941	656460	55.801246	-2.2098826
16085	7365	TD7 4LJ	NT 47143 28840	347143	628840	55.55038	-2.8393478
16121	4743	EH44 6QE	NT 32893 36339	332893	636339	55.615994	-3.0669991
16136	11852	TD5 7LF	NT 72976 34533	372976	634533	55.603653	-2.4304703
16141	6080	TD9 9HU	NT 50422 14653	350422	614653	55.423261	-2.7848421
16160	5922	EH45 8JG	NT 24702 40483	324702	640483	55.65202	-3.1981509
16174	3953	EH46 7EX	NT 15166 51933	315166	651933	55.753298	-3.3531968
16193	2988	TD1 2UA	NT 49516 36099	349516	636099	55.61585	-2.8030704
16206	3865	TD12 4LQ	NT 83463 39370	383463	639370	55.647586	-2.2643217
16211	6004	EH45 8JG	NT 24702 40483	324702	640483	55.65202	-3.1981509
16230	4927	TD1 2UA	NT 49516 36099	349516	636099	55.61585	-2.8030704
16244	1991	TD1 2UA	NT 49516 36099	349516	636099	55.61585	-2.8030704
16259	5006	TD1 2UA	NT 49516 36099	349516	636099	55.61585	-2.8030704
16282	3174	TD11 3EL	NT 78681 53305	378681	653305	55.772604	-2.3413932
16475	1402	TD10 6XJ	NT 71065 46165	371065	646165	55.708055	-2.4620294
16507	6570	TD14 5DD	NT 94373 64204	394373	664204	55.870971	-2.0914937
16545	11288	TD9 9DT	NT 50254 14640	350254	614640	55.423127	-2.7874937
16550	4706	TD1 2SQ	NT 45692 44578	345692	644578	55.691614	-2.865454
16564	3260	TD4 6DW	NT 57303 38354	357303	638354	55.636858	-2.6798015
18057	2963	DG9 7DW	NX 06334 60298	206334	560298	54.899764	-5.0219088
18095	4849	DG9 7DW	NX 06334 60298	206334	560298	54.899764	-5.0219088
18112	721	DG9 9QQ	NX 13537 36471	213537	536471	54.688658	-4.8944043
18151	3899	DG8 6NR	NX 41280 65593	241280	565593	54.959629	-4.480453
18184	6697	DG7 3EE	NX 76982 63407	276982	563407	54.95009	-3.9223146
18199	6446	DG6 4BJ	NX 68416 50808	268416	550808	54.834757	-4.0502127
18216	3956	DG7 3EE	NX 76982 63407	276982	563407	54.95009	-3.9223146
18235	1833	DG7 3RN	NX 63394 77486	263394	577486	55.07298	-4.1410477
18240	4889	DG5 4AZ	NX 82991 60814	282991	560814	54.928248	-3.8274887
18254	2795	DG2 8BY	NX 96489 66147	296489	566147	54.979136	-3.6188733
18273	6624	DG1 2PX	NX 97398 75701	297398	575701	55.065144	-3.6081095
18288	3757	DG1 1TR	NX 98864 79183	298864	579183	55.096722	-3.5864021
18305	9495	DG2 9BH	NX 96219 76558	296219	576558	55.072597	-3.6268748
18310	13400	DG1 4EJ	NX 98757 75534	298757	575534	55.063923	-3.5867797
18324	4583	DG4 6BT	NS 78051 10102	278051	610102	55.369715	-3.925744
18339	3840	DG3 5AA	NX 87819 94837	287819	594837	55.234944	-3.7656016
18343	3950	DG2 0UJ	NX 86890 84338	286890	584338	55.140435	-3.776001
18358	4578	DG11 2BJ	NY 13511 81664	313511	581664	55.121783	-3.3577081
18377	5760	DG11 1NH	NY 08275 82475	308275	582475	55.128126	-3.440044
18396	5246	DG10 9JP	NT 08357 05306	308357	605306	55.333231	-3.4461827
18409	6456	DG12 6GS	NY 19296 66484	319296	566484	54.986385	-3.262723
18413	7491	DG12 6GN	NY 19296 66484	319296	566484	54.986385	-3.262723
18428	4887	DG16 5NA	NY 31783 67089	331783	567089	54.993689	-3.0677697
18432	2169	DG14 0UX	NY 39303 76473	339303	576473	55.078978	-2.9522489
18447	2834	DG13 0JY	NY 36386 84491	336386	584491	55.150651	-2.9997289
18451	2890	DG11 3BT	NY 19317 74547	319317	574547	55.058825	-3.264674
18560	11959	DG1 1DL	NX 97051 76311	297051	576311	55.070551	-3.6137611
18574	2436	DG9 9DP	NX 09734 50194	209734	550194	54.810393	-4.9623042
18589	2031	DG8 0PU	NX 20308 57594	220308	557594	54.880716	-4.8025878
18593	4486	DG9 7DW	NX 06334 60298	206334	560298	54.899764	-5.0219088
18611	3159	DG8 8PS	NX 44613 40691	244613	540691	54.737101	-4.41505
18625	4521	DG8 6NR	NX 41280 65593	241280	565593	54.959629	-4.480453
20004	6288	KY10 3FF	NO 57198 04106	357198	704106	56.227573	-2.6919213
20057	5658	KY14 7AW	NO 23880 11486	323880	711486	56.289689	-3.2313082
20108	8022	KY8 1HJ	NT 35535 98610	335535	698610	56.175755	-3.0399214
20151	5298	KY3 9DF	NT 23450 85808	323450	685808	56.058972	-3.2308492
20184	1897	KY3 9DF	NT 23450 85808	323450	685808	56.058972	-3.2308492
20254	3011	KY5 0JE	NT 21586 95585	321586	695585	56.14649	-3.2636483
20305	11403	KY4 9DH	NT 16040 91721	316040	691721	56.110839	-3.3516651
20358	4280	KY4 8DF	NT 14669 89196	314669	689196	56.087916	-3.3728962
20409	7466	KY15 4JN	NO 37236 15005	337236	715005	56.323257	-3.0164243
20413	7826	KY15 4JN	NO 37236 15005	337236	715005	56.323257	-3.0164243
20451	11322	KY11 4TF	NT 09770 86885	309770	686885	56.066259	-3.4508176
20466	12055	KY12 0BL	NT 10909 88665	310909	688665	56.08246	-3.4331234
20471	8725	KY11 3BA	NT 10028 86327	310028	686327	56.061296	-3.4464875
20485	8628	KY11 4JW	NT 09762 87033	309762	687033	56.067587	-3.450996
20490	10775	KY12 0AE	NT 09891 87886	309891	687886	56.075272	-3.4492123
20502	8868	KY11 4LT	NT 11869 86772	311869	686772	56.065635	-3.4170789
20606	10303	KY6 1HL	NO 25986 01055	325986	701055	56.196328	-3.1943735
20611	8324	KY7 6SX	NO 27620 02321	327620	702321	56.207951	-3.1683925
20630	6184	KY6 1HL	NO 25986 01055	325986	701055	56.196328	-3.1943735
20659	9027	KY7 4AQ	NO 28226 00385	328226	700385	56.190653	-3.1581015
20663	8759	KY7 4RH	NT 27915 99499	327915	699499	56.182647	-3.1628708
20729	4094	KY12 8SJ	NT 00673 86591	300673	686591	56.061815	-3.5967595
20752	18109	KY11 1NU	NT 13043 82740	313043	682740	56.029635	-3.3969196
20803	7306	KY4 0AE	NT 14272 94373	314272	694373	56.134344	-3.3809388
20856	4184	KY8 5JZ	NO 35176 02369	335176	702369	56.209473	-3.0466219
20907	3382	KY3 9RT	NT 26921 86887	326921	686887	56.069207	-3.1754191
20950	6244	KY1 1PH	NT 27651 91049	327651	691049	56.106704	-3.1648243
20964	7061	KY1 2NA	NT 28032 93311	328032	693311	56.127081	-3.1593109
20979	9182	KY2 5RB	NT 27127 92298	327127	692298	56.117844	-3.1735887
20983	7387	KY1 1ER	NT 27830 91567	327830	691567	56.111384	-3.1620872
20998	11064	KY1 2PG	NT 28739 92467	328739	692467	56.119606	-3.1477144
21007	7734	KY1 2NA	NT 28032 93311	328032	693311	56.127081	-3.1593109
21011	6384	KY1 2NA	NT 28032 93311	328032	693311	56.127081	-3.1593109
21101	4556	KY15 7JS	NO 30492 09649	330492	709649	56.274204	-3.1240317
21153	6483	KY6 3LQ	NO 24515 01558	324515	701558	56.200615	-3.2182169
21204	4265	KY16 0DZ	NO 42472 20771	342472	720771	56.375719	-2.9330408
21261	12603	KY8 4ET	NO 38146 00930	338146	700930	56.196942	-2.9984147
21308	2823	KY11 3ED	NT 06612 83566	306612	683566	56.035843	-3.5003628
21384	5185	KY5 9QZ	NT 18547 93681	318547	693681	56.128878	-3.3119637
21421	4712	KY5 8DA	NT 17992 96726	317992	696726	56.156133	-3.3218282
21440	2227	KY5 9QZ	NT 18547 93681	318547	693681	56.128878	-3.3119637
21454	6012	KY7 6ER	NO 29823 01645	329823	701645	56.202209	-3.1327079
21469	3409	KY5 9QZ	NT 18547 93681	318547	693681	56.128878	-3.3119637
21505	6052	KY8 3HR	NT 36164 99749	336164	699749	56.186072	-3.0300661
21524	8162	KY8 3RS	NT 37916 99918	337916	699918	56.187822	-3.0018837
21558	4037	KY14 6DA	NO 23454 18309	323454	718309	56.350906	-3.240174
21609	9434	DD6 8DJ	NO 42399 27696	342399	727696	56.437916	-2.9357483
21613	8804	KY12 9QH	NT 02563 89174	302563	689174	56.085402	-3.5673609
21736	5196	KY10 2LG	NO 54842 02626	354842	702626	56.214059	-2.7296639
21755	9531	KY11 2ZL	NT 10915 84540	310915	684540	56.045411	-3.4316529
21760	6103	KY11 2SE	NT 11771 83939	311771	683939	56.040172	-3.4177183
21825	9080	KY16 8AR	NO 50277 15304	350277	715304	56.327494	-2.8056478
21830	15371	KY16 8AR	NO 50277 15304	350277	715304	56.327494	-2.8056478
25027	10417	FK10 3JQ	NS 89195 93830	289195	693830	56.1243	-3.7840033
25031	6926	FK10 3JQ	NS 89195 93830	289195	693830	56.1243	-3.7840033
25046	13115	FK12 5BD	NS 88064 96937	288064	696937	56.151937	-3.8034929
25051	2944	G63 0TS	NS 54674 88606	254674	688606	56.068141	-4.3360094
25065	2485	G63 9EG	NS 56242 79198	256242	679198	55.984156	-4.3058028
25070	4364	EH51 0DQ	NS 99490 81076	299490	681076	56.012037	-3.613681
25084	8392	EH51 0DQ	NS 99490 81076	299490	681076	56.012037	-3.613681
25099	3609	EH51 9UE	NT 00259 80707	300259	680707	56.008884	-3.6012152
25101	6952	FK9 4EU	NS 79106 97310	279106	697310	56.153099	-3.9477747
25121	4560	FK17 8LX	NN 63775 07239	263775	707239	56.238104	-4.1994821
25135	7008	FK10 4JA	NS 91191 91887	291191	691887	56.107311	-3.7511196
25169	6302	FK7 7JD	NS 83414 91796	283414	691796	56.104658	-3.8760529
25173	5263	FK6 6DB	NS 81121 82748	281121	682748	56.022845	-3.9088763
25188	10438	FK6 6GD	NS 81182 82965	281182	682965	56.024809	-3.9079944
25192	4980	FK4 1ED	NS 82023 80663	282023	680663	56.004346	-3.893497
25205	8376	FK4 1ED	NS 82023 80663	282023	680663	56.004346	-3.893497
25210	5306	FK14 7AA	NS 96378 97881	296378	697881	56.162295	-3.6700915
25224	4267	FK16 6DU	NN 72660 01839	272660	701839	56.192084	-4.0536417
25243	10603	FK15 9AL	NN 77832 01205	277832	701205	56.187747	-3.970061
25262	7969	FK2 7AZ	NS 89342 80561	289342	680561	56.005176	-3.7761507
25277	2616	FK1 1BA	NS 88809 79745	288809	679745	55.997724	-3.7843556
25281	10766	FK2 7ES	NS 88683 80358	288683	680358	56.0032	-3.7866288
25309	5530	FK2 7HR	NS 88802 80667	288802	680667	56.006003	-3.7848496
25313	8170	FK1 4PP	NS 86946 80369	286946	680369	56.002892	-3.8144719
25332	7872	FK3 8AN	NS 92861 82063	292861	682063	56.019464	-3.7203468
25347	4606	G63 9NA	NS 52331 86189	252331	686189	56.045726	-4.3722766
25351	1525	FK21 8TQ	NN 57376 32895	257376	732895	56.466537	-4.3165614
25366	2242	FK8 3DZ	NS 65044 94630	265044	694630	56.125264	-4.1726168
25390	6289	FK5 3BB	NS 86733 82823	286733	682823	56.024879	-3.8189213
25402	5152	FK5 3BB	NS 86733 82823	286733	682823	56.024879	-3.8189213
25441	7791	FK2 0XF	NS 92677 78497	292677	678497	55.987398	-3.7218719
25455	9662	FK2 0XF	NS 92677 78497	292677	678497	55.987398	-3.7218719
25460	12069	FK2 0XF	NS 92677 78497	292677	678497	55.987398	-3.7218719
25474	2072	FK1 3EZ	NS 85431 73030	285431	673030	55.936627	-3.8356276
25506	7173	FK8 2AU	NS 79737 92158	279737	692158	56.106997	-3.9352974
25525	4127	FK8 1PH	NS 79508 94399	279508	694399	56.127062	-3.9399899
25544	8379	FK13 6AG	NS 91588 96946	291588	696946	56.152833	-3.7467986
25559	8167	FK9 4NJ	NS 80977 96870	280977	696870	56.149619	-3.9174771
25582	7673	FK8 2AU	NS 79737 92158	279737	692158	56.106997	-3.9352974
25597	3074	FK5 3BB	NS 86733 82823	286733	682823	56.024879	-3.8189213
25648	6232	FK5 4HT	NS 87211 83095	287211	683095	56.027435	-3.8113707
25652	4079	FK2 7TA	NS 88348 81773	288348	681773	56.015829	-3.7925864
25671	5907	FK5 3BB	NS 86733 82823	286733	682823	56.024879	-3.8189213
25686	3758	FK8 2QD	NS 79514 93153	279514	693153	56.115875	-3.9393302
25737	10022	FK8 2AU	NS 79737 92158	279737	692158	56.106997	-3.9352974
25883	4553	FK1 5SU	NS 88293 79865	288293	679865	55.998682	-3.7926743
25898	1555	G63 0DP	NS 47464 88738	247464	688738	56.067081	-4.451785
25968	2348	FK8 3NB	NS 57233 93884	257233	693884	56.116294	-4.2977618
25991	3237	FK7 8DW	NS 83354 87349	283354	687349	56.064711	-3.8750754
26015	23609	FK7 0HW	NS 80539 90650	280539	690650	56.093657	-3.9217353
30030	10166	AB10 7QQ	NJ 91993 03172	391993	803172	57.119416	-2.1338611
30059	8935	AB10 1YE	NJ 93170 05747	393170	805747	57.142566	-2.1144958
30078	20393	AB25 1QB	NJ 93611 06424	393611	806424	57.148654	-2.1072262
30097	8713	AB11 7XH	NJ 93586 05016	393586	805016	57.136006	-2.1076026
30203	11442	AB25 2AY	NJ 91805 06916	391805	806916	57.153045	-2.1370902
30218	9420	AB15 4ZT	NJ 92174 05747	392174	805747	57.14255	-2.1309539
30256	4979	AB21 9DG	NJ 88953 09540	388953	809540	57.176556	-2.1843478
30261	6275	AB25 2XE	NJ 91607 06886	391607	806886	57.152772	-2.1403619
30280	10025	AB21 7NQ	NJ 89446 12897	389446	812897	57.206723	-2.1763378
30307	10205	AB15 7YT	NJ 91510 04987	391510	804987	57.135711	-2.1418998
30311	6330	AB11 8ER	NJ 94822 04929	394822	804929	57.13524	-2.0871805
30401	13648	AB12 5NA	NJ 93796 03326	393796	803326	57.120827	-2.1040904
30504	18228	AB24 5RS	NJ 94251 08086	394251	808086	57.163593	-2.0966881
30627	8981	AB24 5AU	NJ 94825 07073	394825	807073	57.1545	-2.0871763
30701	12690	AB25 3TX	NJ 93571 07401	393571	807401	57.15743	-2.1079129
30909	10617	AB10 1NW	NJ 92710 05764	392710	805764	57.142712	-2.1220974
30928	11575	AB24 3NG	NJ 93927 07774	393927	807774	57.160786	-2.1020372
30951	8480	AB10 1QB	NJ 93105 05894	393105	805894	57.143886	-2.115574
31009	6905	AB15 8TB	NJ 86482 07525	386482	807525	57.158388	-2.2251062
31141	12173	AB24 2AS	NJ 92720 08731	392720	808731	57.169364	-2.1220201
31206	12424	AB22 8LD	NJ 93896 09928	393896	809928	57.180135	-2.1026034
31211	9763	AB21 9AN	NJ 89520 09733	389520	809733	57.178303	-2.1749782
31230	7973	AB15 9LQ	NJ 89124 02714	389124	802714	57.115242	-2.1812192
31244	8311	AB14 0RP	NJ 84453 00914	384453	800914	57.098937	-2.2582338
31259	5514	AB22 8ZP	NJ 91823 10209	391823	810209	57.182626	-2.1369022
31348	1748	AB15 9EP	NJ 87282 01443	387282	801443	57.103777	-2.2115691
31437	12407	AB45 1JD	NJ 68720 64493	368720	864493	57.669218	-2.5260136
31456	4766	AB45 2GB	NJ 58559 65809	358559	865809	57.680215	-2.6965579
31511	9383	AB43 9JW	NJ 99263 66960	399263	866960	57.692471	-2.0140261
31531	6471	AB43 6NE	NJ 88242 55783	388242	855783	57.591921	-2.1983403
31550	8401	AB43 9NH	NJ 98912 66329	398912	866329	57.686803	-2.0199106
31601	3455	AB43 8QJ	NK 05269 56820	405269	856820	57.601362	-1.9134992
31615	3725	AB42 0QQ	NK 04887 37222	404887	837222	57.425328	-1.9202744
31634	22546	AB42 2XA	NK 12437 45816	412437	845816	57.502381	-1.7941238
